Entry,Antibody name,Type,IC50,EC50,Binding Affinity (KD),Neutralizes,Viral protein:epitope,PMID,Year,Structures,Mutational profile
ABSe1305,C2477,Ab,267.91 ng/ml,1.64 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1306,C2400,Ab,4.25 ng/ml,2.448 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1307,C2401,Ab,3.06 ng/ml,2.459 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1308,C2403,Ab,573.05 ng/ml,2.226 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1309,C2404,Ab,55.95 ng/ml,2.999 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1310,C2438,Ab,13.14 ng/ml,2.007 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1311,C2022,Ab,57.95 ng/ml,2.13 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1312,C2025,Ab,47.46 ng/ml,2.02 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1313,C2026,Ab,636.01 ng/ml,1.88 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1314,C2029,Ab,7.4 ng/ml,1.728 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1315,C2221,Ab,41.12 ng/ml,1.76 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1316,C2030,Ab,114.28 ng/ml,1.98 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1317,C2160,Ab,227.3 ng/ml,2.164 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1318,C2222,Ab,63.04 ng/ml,2.089 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1319,C2224,Ab,334.04 ng/ml,2.992 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1320,C2226,Ab,34.62 ng/ml,1.881 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1321,C2219,Ab,28.84 ng/ml,1.997 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1322,C2220,Ab,23.86 ng/ml,2.088 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1323,C2223,Ab,17.16 ng/ml,2.452 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1324,C2225,Ab,3.88 ng/ml,2.488 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1325,C2227,Ab,35.81 ng/ml,2.142 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1326,C2228,Ab,110.98 ng/ml,1.984 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1327,C2232,Ab,9.83 ng/ml,1.709 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1328,C2233,Ab,9.85 ng/ml,1.828 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1329,C2235,Ab,17.08 ng/ml,1.373 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1330,C2229,Ab,22.89 ng/ml,2.557 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1331,C2236,Ab,7.15 ng/ml,1.689 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1332,C2237,Ab,7.91 ng/ml,2.029 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1333,C2459,Ab,198.89 ng/ml,3.522 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1334,C2470,Ab,501.46 ng/ml,1.411 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1335,C2460,Ab,6.93 ng/ml,1.891 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1336,C2409,Ab,172.5 ng/ml,2.357 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1337,C2471,Ab,346.03 ng/ml,1.658 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1338,C2473,Ab,2.07 ng/ml,1.477 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1339,C2458,Ab,296.16 ng/ml,2.288 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1340,C2410,Ab,60.02 ng/ml,1.334 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1341,C2456,Ab,1.87 ng/ml,1.341 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1342,C2110,Ab,118.12 ng/ml,2.563 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1343,C2113,Ab,65.08 ng/ml,1.852 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1344,C2185,Ab,511.31 ng/ml,1.62 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1345,C2167,Ab,79.76 ng/ml,2.123 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1346,C2170,Ab,95.03 ng/ml,1.881 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1347,C2172,Ab,453.74 ng/ml,2.07 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1348,C2173,Ab,95.86 ng/ml,1.583 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1349,C2174,Ab,534.45 ng/ml,2.899 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1350,C2175,Ab,26.89 ng/ml,2.669 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1351,C2177,Ab,408.37 ng/ml,3.111 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1352,C2178,Ab,14.77 ng/ml,3.9 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1353,C2188,Ab,152.63 ng/ml,1.488 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1354,C2119,Ab,84.45 ng/ml,2.211 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1355,C2123,Ab,39.52 ng/ml,2.19 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1356,C2137,Ab,76.09 ng/ml,1.053 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1357,C2139,Ab,20.05 ng/ml,4.018 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1358,C2140,Ab,431.15 ng/ml,2.346 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1359,C2073,Ab,18.86 ng/ml,2.54 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1360,C2066,Ab,11.28 ng/ml,1.73 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1361,C2065,Ab,5.18 ng/ml,1.718 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1362,C2070,Ab,653.46 ng/ml,2.401 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1363,C2072,Ab,23.23 ng/ml,2.964 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1364,C1251,Ab,140.48 ng/ml,2.71 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1365,C1252,Ab,133.18 ng/ml,2.598 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1366,C1253,Ab,85.68 ng/ml,3.719 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1367,C1254,Ab,208.31 ng/ml,3.208 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1368,C1263,Ab,434.11 ng/ml,2.836 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1369,C1264,Ab,279.88 ng/ml,2.45 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1370,C1415,Ab,40.83 ng/ml,2.589 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1371,C1418,Ab,4.12 ng/ml,1.997 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1372,C1421,Ab,506.82 ng/ml,3.296 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1373,C1423,Ab,161.03 ng/ml,3.706 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1374,C1170,Ab,23.83 ng/ml,2.127 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1375,C1171,Ab,111.65 ng/ml,2.232 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1376,C1172,Ab,66.26 ng/ml,2.385 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1377,C1179,Ab,14 ng/ml,2.698 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1378,C1180,Ab,6.73 ng/ml,2.3715 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1379,C1181,Ab,368.93 ng/ml,2.2675 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1380,C1183,Ab,14.16 ng/ml,2.494 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1381,C1184,Ab,157.96 ng/ml,3.541 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1382,C1185,Ab,105.02 ng/ml,2.893 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1383,C1248,Ab,85.38 ng/ml,3.702 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1384,C1249,Ab,7.97 ng/ml,2.58 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1385,C1259,Ab,118.06 ng/ml,2.988 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1386,C1260,Ab,24.57 ng/ml,2.685 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1387,C1262,Ab,361.73 ng/ml,2.456 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1388,C1425,Ab,6.59 ng/ml,2.003 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1389,C1427,Ab,84.89 ng/ml,5.608 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1390,C1430,Ab,14.95 ng/ml,4.046 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1391,C1433,Ab,121.69 ng/ml,2.633 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1392,C2479,Ab,477.32 ng/ml,1.917 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1393,C1206,Ab,12.46 ng/ml,2.49 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1394,C1210,Ab,141.39 ng/ml,2.831 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1395,C1212,Ab,7.32 ng/ml,2.924 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1396,C1215,Ab,77.65 ng/ml,2.39 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1397,C1219,Ab,23.72 ng/ml,1.531 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1398,C1229,Ab,697.14 ng/ml,9.459 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1399,C1230,Ab,127.28 ng/ml,3.597 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1400,C1239,Ab,413.57 ng/ml,3.769 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1401,C1240,Ab,232.5 ng/ml,3.142 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1402,C1243,Ab,60.83 ng/ml,2.463 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1403,C1244,Ab,10.07 ng/ml,3.321 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1404,C1245,Ab,17.78 ng/ml,3.35 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1405,C1436,Ab,3.04 ng/ml,2.061 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1406,C1437,Ab,72.39 ng/ml,3.582 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1407,C1439,Ab,2.89 ng/ml,2.482 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1408,C1441,Ab,7.94 ng/ml,2.824 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1409,C1443,Ab,473.63 ng/ml,2.77 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1410,C1207,Ab,6.43 ng/ml,2.013 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1411,C1211,Ab,95.37 ng/ml,2.802 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1412,C1213,Ab,25.75 ng/ml,2.046 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1413,C1208,Ab,112.67 ng/ml,3.741 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1414,C1216,Ab,536.3 ng/ml,2.642 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1415,C1221,Ab,9.57 ng/ml,1.697 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1416,C1223,Ab,80.95 ng/ml,1.43 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1417,C1224,Ab,210.42 ng/ml,1.602 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1418,C1231,Ab,302.5 ng/ml,1.388 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1419,C1232,Ab,8.26 ng/ml,1.063 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1420,C1234,Ab,20.62 ng/ml,0.8626 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1421,C1445,Ab,10.45 ng/ml,2.308 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1422,C1447,Ab,2.96 ng/ml,1.308 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1423,C1450,Ab,112.39 ng/ml,1.9375 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1424,C1205,Ab,10.66 ng/ml,2.49 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1425,C1265,Ab,6.07 ng/ml,2.384 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1426,C1266,Ab,11.6 ng/ml,2.075 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1427,C1272,Ab,1.68 ng/ml,1.944 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1428,C1273,Ab,88.23 ng/ml,1.455 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1429,C1455,Ab,2.07 ng/ml,1.176 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1430,C1456,Ab,2.16 ng/ml,1.525 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1431,C1457,Ab,119.78 ng/ml,2.132 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1432,C1460,Ab,165.74 ng/ml,1.946 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1433,C1463,Ab,26.65 ng/ml,1.742 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1434,C1464,Ab,349.1 ng/ml,2.493 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1435,C1187,Ab,522.08 ng/ml,2.836 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1436,C1189,Ab,15.25 ng/ml,2.312 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1437,C1195,Ab,25.84 ng/ml,3.5 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1438,C1196,Ab,5.58 ng/ml,2 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1439,C1197,Ab,55.27 ng/ml,2.77 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1440,C1199,Ab,390.78 ng/ml,3.06 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1441,C1200,Ab,76.08 ng/ml,3.097 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1442,C1201,Ab,126.25 ng/ml,2.407 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1443,C1202,Ab,6.92 ng/ml,2.19 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1444,C1203,Ab,32.98 ng/ml,2.52 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1445,C1277,Ab,199.01 ng/ml,2.433 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1446,C1308,Ab,139.3 ng/ml,3.346 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1447,C1310,Ab,5.1 ng/ml,3.362 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1448,C1311,Ab,216.33 ng/ml,2.63 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1449,C1312,Ab,158.71 ng/ml,2.932 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1450,C1314,Ab,259.09 ng/ml,3.106 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1451,C1315,Ab,143.86 ng/ml,4.08 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1452,C1317,Ab,345.09 ng/ml,2.621 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1453,C1320,Ab,21.14 ng/ml,1.347 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1454,C1321,Ab,12.21 ng/ml,1.729 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1455,C1323,Ab,86.21 ng/ml,2.574 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1456,C1326,Ab,6.72 ng/ml,2.51 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1457,C1327,Ab,12.19 ng/ml,1.388 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1458,C1328,Ab,407.41 ng/ml,2.435 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1459,C1329,Ab,207.63 ng/ml,1.893 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1460,C1359,Ab,25.64 ng/ml,2.733 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1461,C1361,Ab,10.82 ng/ml,1.791 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1462,C1364,Ab,555.75 ng/ml,1.286 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1463,C1366,Ab,8.48 ng/ml,0.8716 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1464,C1369,Ab,1.75 ng/ml,1.435 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1465,C1330,Ab,480.74 ng/ml,3.06 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1466,C1332,Ab,8.68 ng/ml,2.36 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1467,C1333,Ab,155.31 ng/ml,2.89 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1468,C1334,Ab,214.22 ng/ml,3.16 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1469,C1335,Ab,42.38 ng/ml,2.61 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1470,C1337,Ab,44.28 ng/ml,1.231 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1471,C1341,Ab,658.44 ng/ml,1.401 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1472,C1342,Ab,73.22 ng/ml,1.601 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1473,C1344,Ab,18.14 ng/ml,2.62 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1474,C1347,Ab,3.05 ng/ml,1.131 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1475,C1370,Ab,225.72 ng/ml,1.809 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1476,C1371,Ab,5.05 ng/ml,1.776 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1477,C1377,Ab,27.13 ng/ml,1.638 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1478,C1287,Ab,9.65 ng/ml,2.29 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1479,C1380,Ab,6.42 ng/ml,2.024 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1480,C1381,Ab,108.11 ng/ml,2.072 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1481,C1384,Ab,6.25 ng/ml,1.088 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1482,C1389,Ab,78.88 ng/ml,1.85 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1483,C1391,Ab,82.3 ng/ml,1.828 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1484,C1393,Ab,32.62 ng/ml,4.836 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1485,C1398,Ab,6.47 ng/ml,1.322 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1486,C1300,Ab,25.39 ng/ml,1.566 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1487,C1301,Ab,115.13 ng/ml,1.375 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
ABSe1488,C1302,Ab,4.71 ng/ml,1.66 ng/ml,,SARS-CoV-2,S: RBD,34619745 (ng/ml),2021,,
